#SN_name     Epoch   EW(1)   Err    EW(2)   Err    EW(3)   Err    EW(4)   Err    EW(5)   Err    EW(6)   Err    EW(7)   Err    EW(8)   Err  
SN2006X      12.43  -999.0  99.00  -999.0  99.00  -999.0  99.00   349.9   1.36  -999.0  99.00  -999.0  99.00   153.8   0.51  -999.0  99.00
SN2006X      13.56  -999.0  99.00  -999.0  99.00   280.0   3.20   355.3   1.31  -999.0  99.00  -999.0  99.00   156.9   1.08   414.3   1.96
SN2006X      15.57  -999.0  99.00  -999.0  99.00  -999.0  99.00   391.4  33.73  -999.0  99.00  -999.0  99.00   160.6   3.09  -999.0  99.00
SN2006X      16.36  -999.0  99.00  -999.0  99.00  -999.0  99.00   365.4   1.23  -999.0  99.00  -999.0  99.00   154.5   0.70  -999.0  99.00
SN2006X      16.63  -999.0  99.00  -999.0  99.00   313.7  13.09  -999.0  99.00  -999.0  99.00  -999.0  99.00   159.9   1.14   437.3   1.44
SN2006X      23.56  -999.0  99.00  -999.0  99.00   311.2   6.39   435.6   4.33  -999.0  99.00  -999.0  99.00   208.0   0.59   506.6   1.10
SN2006X      23.53  -999.0  99.00  -999.0  99.00  -999.0  99.00   438.3   1.72  -999.0  99.00  -999.0  99.00   211.2   0.43   497.8   1.23
SN2006X      27.35  -999.0  99.00  -999.0  99.00  -999.0  99.00   504.7   2.57  -999.0  99.00  -999.0  99.00   225.5   0.79  -999.0  99.00
SN2006X      29.37  -999.0  99.00  -999.0  99.00  -999.0  99.00   572.4  14.34  -999.0  99.00    44.6   2.80   249.5   4.30  -999.0  99.00
SN2006X      31.41  -999.0  99.00  -999.0  99.00   324.2   7.96   523.0   6.38  -999.0  99.00  -999.0  99.00   240.1   0.87   457.9   1.47
SN2006X      32.39  -999.0  99.00  -999.0  99.00   332.9   7.20   518.7   6.56  -999.0  99.00    36.2   0.41   238.2   2.66   461.5   1.36
SN2006X      32.41  -999.0  99.00  -999.0  99.00  -999.0  99.00   493.2   1.90  -999.0  99.00  -999.0  99.00   234.4   1.30  -999.0  99.00
SN2006X      38.41  -999.0  99.00  -999.0  99.00   365.5  10.43   510.5   6.75  -999.0  99.00    49.4   1.11   235.6   0.99   472.6   1.64
SN2006X      39.75  -999.0  99.00  -999.0  99.00  -999.0  99.00   515.0   7.49  -999.0  99.00    51.7   0.89  -999.0  99.00  -999.0  99.00
SN2006X      41.34  -999.0  99.00  -999.0  99.00   310.8  39.37   470.4   3.66  -999.0  99.00    51.8   1.03   223.5   0.97   476.2   2.13
SN2006X      42.16  -999.0  99.00  -999.0  99.00  -999.0  99.00   477.2   6.78  -999.0  99.00  -999.0  99.00   224.1   0.91  -999.0  99.00
SN2006X      55.22  -999.0  99.00  -999.0  99.00   331.9  11.72   419.0   2.58  -999.0  99.00    80.9   0.25   215.9   0.73   505.6   1.11
SN2006X      60.09  -999.0  99.00  -999.0  99.00  -999.0  99.00   377.6   2.11  -999.0  99.00  -999.0  99.00   198.7   1.02  -999.0  99.00
SN2006X      61.87  -999.0  99.00  -999.0  99.00  -999.0  99.00   383.2   0.91  -999.0  99.00    86.1   0.74   216.2   1.70   515.6   0.37
SN2006X      62.16  -999.0  99.00  -999.0  99.00   420.4  31.92   401.3  11.25  -999.0  99.00    89.6   1.68   215.4   3.97   516.9   4.82
SN2006X      62.16  -999.0  99.00  -999.0  99.00   374.9  34.13  -999.0  99.00  -999.0  99.00  -999.0  99.00  -999.0  99.00  -999.0  99.00
SN2006X      64.20  -999.0  99.00  -999.0  99.00   293.5   2.44   351.2   1.48  -999.0  99.00    90.8   3.01   211.1   6.16   502.2   4.73
SN2006X      82.99  -999.0  99.00  -999.0  99.00  -999.0  99.00  -999.0  99.00  -999.0  99.00  -999.0  99.00   203.7   8.80  -999.0  99.00
SN2006X      93.00  -999.0  99.00  -999.0  99.00  -999.0  99.00   286.7  20.48  -999.0  99.00  -999.0  99.00   198.6   5.46   500.6   5.85
